4r40_C		_0_B_2_j_3_A_0_-_1_C_2_B_7_G_0_-_2_B_0_-_7_G_12_G_0_-_12_G_12_G_12_G_2_B_17_B	_6_E_0_-_6_A_5_E_6_E_5_D_5_E_6_D_6_B_17_E_5_E_6_E_6_A_7_E_5_G_2_G_5_B_7_C	0-13	12-28	BjACBGBGGGGGBBbi	CDiBbeHHImFFEAEEDEDBEEEAEGGBCEFCF	0.558
3pcr_A		_2_j_3_A_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_0_-_12_G_0_-_2_B_17_B_0_-_8_b_6_i	_9_i_0_-_3_B_0_-_5_G_5_F_3_F_5_E_14_A_4_C_12_e_4_B_21_c_4_C_2_B_1_j_12_c_3_h	1-15	1-16	BjACBGBGGGGGBBbi	jiBGFFEACeBcCBjchjihjGGGH	0.472
2an1_D		_0_B_2_j_3_A_1_C_0_-_2_B_0_-_7_G_0_-_2_B_7_G_12_G_12_G_12_G_12_G_2_B_17_B_8_b_6_i	_0_D_2_i_0_-_3_C_7_f_2_D_1_j_5_D_15_h_3_B_2_I_2_G_2_E_6_F_2_G_1_D_0_-_2_c_1_c	0-15	0-16	BjACBGBGGGGGBBbi	DiCfDjDhBIGEFGDccFCDDBLh	0.542
7bup_C		_0_B_2_j_3_A_1_C_2_B_7_G_0_-_2_B_7_G_0_-_12_G_12_G_12_G_12_G_0_-_2_B_0_-_17_B_8_b_0_-_0_-_6_i	_0_D_3_i_0_-_5_E_3_F_5_G_0_b_2_C_3_E_0_g_7_E_5_F_6_F_9_E_0_j_4_E_4_E_4_E_8_b_1_D_3_E_0_j	0-15	0-20	BjACBGBGGGGGBBbi	DiEFGbCEgEFFEjEEEbDEjFHF	0.454
6z9c_A		_0_B_2_j_3_A_1_C_0_-_0_-_2_B_7_G_0_-_2_B_7_G_0_-_12_G_12_G_12_G_12_G_2_B_17_B	_0_A_0_-_7_A_13_C_5_K_7_I_11_D_3_D_10_d_0_B_7_B_2_l_2_E_2_J_4_J_5_J_4_F_7_A	0-13	0-16	BjACBGBGGGGGBBbi	AACKIDDdBBlEJJJFAIIJ	0.409
1sa8_A		_1_C_2_B_7_G_2_B_7_G_12_G_12_G_0_-_0_-_12_G_12_G	_0_C_5_E_4_F_2_F_3_F_3_I_2_G_6_B_1_A_4_G_2_I	3-11	0-10	BjACBGBGGGGGBBbi	CEFFFIGBAGI	0.638
6mf5_A		_2_j_3_A_0_-_1_C_2_B_7_G_2_B_7_G_12_G_12_G_0_-_12_G_12_G_2_B_17_B_8_b_0_-_0_-_6_i	_0_k_13_A_5_o_10_F_0_-_4_E_4_C_5_C_3_G_3_G_8_m_11_E_3_E_4_D_4_D_0_b_1_D_5_D_0_f	1-15	0-17	BjACBGBGGGGGBBbi	kAoFECCGGmEEDDbDDfl	0.492
7qh3_A		_1_C_2_B_7_G_0_-_2_B_7_G_12_G_12_G_12_G_12_G	_1_E_3_G_6_H_2_J_12_F_4_H_2_E_7_E_5_G_3_H	3-11	1-10	BjACBGBGGGGGBBbi	dEGHJFHEEGH	0.605
6p1g_A		_1_C_2_B_7_G_2_B_7_G_0_-_0_-_12_G_12_G_12_G_12_G	_0_C_2_H_7_I_5_F_3_G_3_A_5_B_3_D_4_G_8_G_3_I	3-11	0-10	BjACBGBGGGGGBBbi	CHIFGABDGGI	0.592
2b4h_B		_2_B_7_G_2_B_7_G_12_G_12_G_12_G_0_-_12_G_2_B_0_-_17_B	_2_E_6_G_1_H_2_J_2_E_8_G_4_G_2_c_4_G_2_C_3_A_9_C	4-13	1-12	BjACBGBGGGGGBBbi	KEGHJEGGcGCACLKBAL	0.612
7rxe_A		_0_B_2_j_3_A_1_C_0_-_2_B_7_G_2_B_7_G_0_-_12_G_12_G_12_G_12_G_2_B_17_B_8_b_0_-_6_i	_5_F_0_-_2_H_3_G_2_I_5_F_2_H_5_F_2_I_8_c_7_G_2_I_4_F_2_H_5_F_2_C_8_b_1_z_6_g	0-15	6-23	BjACBGBGGGGGBBbi	DFHbFGFHGIFHFIcGIFHFCbzg	0.480
8w5j_A		_2_B_7_G_2_B_7_G_12_G_12_G_12_G_12_G_2_B_17_B_8_b_6_i	_5_F_5_I_0_-_2_H_5_I_3_G_3_G_5_I_0_-_4_K_0_-_2_h	4-15	13-21	BjACBGBGGGGGBBbi	dbJIGGGHHGJJJFIHIGGIKh	0.559
6mdr_a		_7_G_2_B_7_G_12_G_12_G_12_G_12_G	_5_H_4_J_2_J_17_I_4_J_4_J_11_I	5-11	6-12	BjACBGBGGGGGBBbi	cJJGgcHJJIJJIJ	0.560
8q6o_B		_0_B_0_-_2_j_3_A_0_-_1_C_2_B_0_-_7_G_2_B_7_G_12_G_12_G_0_-_12_G_0_-_12_G_2_B_17_B	_4_D_0_f_1_h_1_n_1_e_4_D_6_A_6_b_3_J_5_H_4_E_26_I_2_E_2_b_8_E_1_b_8_J_12_D_2_C	0-13	2-20	BjACBGBGGGGGBBbi	kiDfhneDAbJHEIEbEbJDC	0.380
4zlt_A		_0_B_2_j_3_A_1_C_2_B_7_G_0_-_2_B_7_G_12_G_12_G_0_-_12_G_12_G_0_-_2_B_0_-_17_B	_0_D_17_g_2_E_3_B_2_F_10_I_9_b_1_B_9_E_6_J_3_E_4_c_0_H_5_F_5_b_0_E_8_J_2_E	0-13	0-17	BjACBGBGGGGGBBbi	DgEBFIbBEJEcHFbEJEEJDeAFcFFEHGHB	0.451
7ee2_A		_3_A_1_C_2_B_0_-_7_G_0_-_2_B_0_-_7_G_12_G_12_G_12_G_12_G_2_B_17_B_8_b_6_i	_0_B_4_D_2_D_4_b_2_J_2_J_7_F_7_b_3_H_4_J_11_I_7_G_2_I_2_F_6_D_0_-_1_i	2-15	0-15	BjACBGBGGGGGBBbi	BDDbJJFbHJIGIFDibS	0.535
7dc0_B		_2_B_7_G_0_-_2_B_7_G_12_G_12_G_12_G_12_G_2_B_17_B	_0_F_7_G_3_b_2_F_6_G_5_H_2_F_8_F_8_F_8_E_4_H	4-13	0-10	BjACBGBGGGGGBBbi	FGbFGHFFFEH	0.595
8b2y_B		_7_G_2_B_7_G_12_G_12_G_12_G_12_G_2_B_17_B_8_b	_5_H_4_J_2_J_19_G_2_J_5_J_11_I_0_-_8_J_0_d	5-14	7-15	BjACBGBGGGGGBBbi	eJJGbbcHJJGJJIJd	0.473
6gie_A		_7_G_2_B_7_G_12_G_12_G_12_G_12_G_2_B_17_B_8_b	_4_I_2_J_6_I_2_J_2_H_2_J_6_I_3_J_2_H_1_b	5-14	4-13	BjACBGBGGGGGBBbi	KLbfIJIJHJIJHbJJJ	0.495
7ekz_A		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_7_G_12_G_12_G_12_G_12_G_0_-_2_B_17_B	_1_B_3_j_0_-_0_-_0_-_7_G_0_-_5_I_13_F_8_H_2_H_9_F_5_e_8_A_4_B	0-13	1-11	BjACBGBGGGGGBBbi	bBjGIFHHFeABDG	0.566
8jp0_A		_0_B_2_j_3_A_1_C_2_B_0_-_7_G_0_-_2_B_7_G_12_G_0_-_12_G_0_-_0_-_12_G_12_G_2_B_0_-_0_-_17_B_8_b_6_i	_4_E_0_-_6_E_5_D_3_D_0_b_1_H_7_H_12_E_5_G_9_J_2_B_4_F_6_C_3_D_4_H_5_E_18_D_7_E_9_F_3_B_0_-_6_i	0-15	10-30	BjACBGBGGGGGBBbi	rGHcbjidnpEEDDbHHEGJBFCDHEDEFBiAFkefhcnccktmbr	0.408
6mtx_H		_1_C_2_B_7_G_2_B_7_G_0_-_12_G_12_G_0_-_12_G_0_-_12_G_2_B_0_-_17_B_8_b	_0_D_3_B_4_G_7_F_6_E_5_B_7_E_4_E_4_b_1_G_10_A_3_E_7_D_8_J_4_C_0_b	3-14	0-15	BjACBGBGGGGGBBbi	DBGFEBEEbGAEDJCbBAIbEbE	0.556
7lbg_D		_2_B_0_-_7_G_12_G_12_G_12_G_12_G_2_B_17_B_8_b_0_-_6_i	_0_A_4_c_3_G_2_G_10_E_0_-_5_E_8_D_4_C_2_c_2_D_6_j	6-15	0-10	BjACBGBGGGGGBBbi	AcGGEEDCcDjEEA	0.591
2fkd_F		_7_G_2_B_7_G_0_-_12_G_12_G_12_G_12_G_2_B_17_B_8_b	_0_I_0_-_2_J_0_b_7_E_2_E_7_F_2_I_3_D_5_C_0_b	5-14	0-9	BjACBGBGGGGGBBbi	IJbEEFIDCbJ	0.628
2qqk_H		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_7_G_12_G_0_-_12_G_0_-_12_G_12_G_2_B_0_-_17_B_8_b	_0_D_0_-_3_A_5_G_7_F_5_G_4_C_7_E_4_E_4_b_1_G_5_b_3_C_3_D_8_D_4_J_4_C_0_b	0-14	0-16	BjACBGBGGGGGBBbi	DAGFGCEEbGbCDDJCbBAHbEbB	0.502
7rtn_A		_7_G_12_G_12_G_12_G_12_G_2_B_0_-_0_-_17_B_0_-_8_b_6_i	_10_E_7_F_7_F_4_E_3_D_2_D_3_k_9_g_4_E_5_k_2_e_4_k	7-15	4-15	BjACBGBGGGGGBBbi	lxneEFFEDDkgEkek	0.394
3e82_A		_0_B_2_j_3_A_1_C_0_-_2_B_0_-_7_G_2_B_7_G_12_G_12_G_12_G_12_G_0_-_2_B_17_B_8_b_0_-_0_-_6_i	_6_C_3_k_0_-_3_C_8_j_4_B_7_j_5_G_9_m_4_F_10_F_4_E_9_D_2_D_5_f_15_D_4_C_6_b_3_d_9_e_2_j	0-15	7-26	BjACBGBGGGGGBBbi	EadFfBdCkCjBjGmFFEDDfDCbdeji	0.447
4m5z_H		_0_B_2_j_3_A_1_C_2_B_7_G_2_B_0_-_7_G_0_-_12_G_0_-_12_G_12_G_12_G_2_B_0_-_17_B_8_b	_0_D_0_-_3_A_5_G_8_F_6_F_4_B_1_e_0_E_0_b_1_E_4_b_1_I_7_E_3_D_8_D_4_J_4_C_0_b	0-14	0-17	BjACBGBGGGGGBBbi	DAGFFBeEbEbIEDDJCbAAIbEbE	0.476
4dgv_H		_1_C_2_B_7_G_0_-_2_B_7_G_0_-_12_G_0_-_12_G_0_-_12_G_0_-_0_-_12_G_2_B_0_-_17_B_8_b	_0_C_3_B_5_G_3_b_2_F_3_G_6_B_7_E_0_b_1_E_4_b_1_G_3_b_4_C_3_D_8_D_10_J_4_C_0_b	3-14	0-18	BjACBGBGGGGGBBbi	CBGbFGBEbEbGbCDDJCbBAIbEbE	0.449
4hha_B		_1_C_2_B_7_G_0_-_2_B_7_G_12_G_0_-_12_G_0_-_12_G_0_-_12_G_2_B_0_-_17_B_8_b	_0_D_2_B_5_G_3_b_2_E_5_F_6_B_1_b_3_E_0_b_1_E_4_b_1_G_12_C_3_D_8_D_3_b	3-14	0-16	BjACBGBGGGGGBBbi	DBGbEFBbEbEbGCDDbAJCbBAIbEbE	0.497
8acf_H		_1_C_2_B_7_G_0_-_2_B_7_G_12_G_0_-_12_G_0_-_12_G_0_-_12_G_2_B_0_-_17_B_8_b	_0_C_3_B_5_G_3_b_2_E_5_G_4_C_1_b_3_E_0_b_1_E_4_b_1_G_5_C_3_D_8_D_3_b	3-14	0-16	BjACBGBGGGGGBBbi	CBGbEGCbEbEbGCDDbAJCbBAIdEbE	0.530
