3cwb_F	_9_b_2_d_8_n_3_b_13_c_5_c_21_k	_3_b_5_h_2_n_5_b_0_-_3_b_5_m	0.576
2y7b_A	_2_H_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B_0_-_5_B_6_A_9_b_2_d_8_n	_0_J_0_-_2_J_2_D_2_c_0_-_6_C_0_b_6_A_10_H_10_C_2_H_0_-_0_-_3_n	0.429
2g64_A	_2_H_0_l_11_G_5_F_9_c_0_-_4_n_12_A_5_b_0_B_5_B	_4_K_10_k_4_A_0_-_0_c_1_c_5_l_0_-_3_b_0_H_2_D	0.361
1md6_A	_4_F_2_H_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A_9_b_2_d_8_n_3_b	_0_F_0_-_0_-_4_D_2_C_2_c_0_-_7_D_5_b_1_E_4_C_9_B_0_-_3_e_0_-_5_b	0.356
2x3d_D	_0_G_0_-_4_F_2_H_0_l_11_G	_0_J_5_h_4_J_3_I_4_i_3_I	0.466
5lsj_B	_8_n_3_b_13_c_5_c_0_-_21_k	_0_m_0_-_4_e_1_c_3_r_4_l	0.455
1v2y_A	_11_G_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A_9_b_2_d	_0_E_5_E_0_-_5_m_0_-_8_d_2_C_0_-_4_A_0_-_6_c	0.433
6j02_A	_0_G_4_F_2_H_0_l_11_G_5_F_0_-_9_c_4_n_12_A_5_b_0_B	_0_D_5_G_2_E_5_i_5_D_11_B_2_A_7_b_0_-_1_A_9_b_2_D	0.483
4bjj_A	_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A_0_-_0_-_9_b	_0_E_7_e_4_k_0_-_1_b_3_A_11_A_1_B_4_E_4_K_4_b	0.504
4fzh_A	_0_G_4_F_0_-_2_H_0_l_11_G_5_F_9_c_4_n_12_A_0_-_5_b_0_B_5_B_6_A_9_b_2_d_8_n_3_b	_19_G_4_G_9_J_5_J_0_-_5_H_2_G_4_e_0_-_6_F_4_E_1_c_3_E_5_B_2_I_0_-_4_e_17_j_3_b	0.446
3n2q_A	_0_G_4_F_2_H_0_l_0_-_11_G_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A_9_b_2_d	_1_D_4_C_2_A_11_l_8_F_10_G_15_D_2_e_1_k_0_-_0_-_11_D_5_A_2_A_4_c_2_f	0.416
1ybe_A	_2_H_0_l_0_-_0_-_11_G_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A_9_b_2_d_8_n_3_b_0_-_13_c_5_c_0_-_21_k_4_b_0_-_6_g	_4_G_12_j_6_h_11_g_7_C_4_D_3_p_4_o_7_B_8_m_0_C_0_-_0_-_2_f_10_h_3_m_2_b_1_A_6_e_3_d_2_A_6_k_4_b_1_C_5_j	0.359
7boj_A	_0_G_4_F_2_H_0_-_0_l_11_G_5_F_9_c_0_-_4_n_12_A_5_b_0_B_5_B_6_A_9_b_2_d	_8_H_10_F_1_I_0_g_8_n_0_-_0_-_9_c_5_A_4_m_5_D_1_g_2_A_0_-_2_A_0_-_0_e	0.405
3pzj_A	_0_G_4_F_0_-_2_H_0_l_11_G_0_-_5_F_0_-_9_c	_4_F_7_E_2_b_1_H_7_l_4_F_3_i_3_D_11_C_2_e	0.474
6ck9_G	_2_H_0_l_11_G_5_F_9_c_4_n_0_-_12_A_0_-_0_-_5_b_0_B_5_B_6_A	_0_E_0_-_37_A_5_C_0_b_1_m_6_b_3_B_11_H_6_H_0_b_0_B_4_B_8_A	0.353
2r5k_A	_0_G_4_F_2_H_0_l_11_G_5_F_0_-_0_-_9_c_4_n_12_A_5_b_0_B_5_B_6_A_9_b_2_d_8_n_3_b_0_-_13_c_0_-_0_-_5_c_0_-_21_k_0_-_0_-_4_b_0_-_6_g	_7_F_21_E_2_G_0_-_4_F_16_F_5_A_6_A_0_c_0_-_14_D_1_d_9_F_1_F_0_-_10_b_5_c_6_E_5_b_6_A_12_b_2_E_6_E_8_b_0_P_2_i_1_e_12_C_1_b_4_b_1_h	0.372
7d7s_D	_4_F_2_H_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B	_0_C_18_E_0_-_5_E_5_D_0_-_0_-_0_-_0_b_0_B	0.355
2n5u_A	_4_F_0_-_2_H_0_l_11_G_5_F	_6_C_10_c_3_H_0_-_5_F_4_D	0.453
6qau_A	_0_G_4_F_2_H_0_-_0_l_11_G_5_F_9_c_4_n_12_A_0_-_5_b_0_B_5_B_6_A_9_b_2_d_8_n_3_b_13_c_5_c_21_k_4_b_6_g	_2_J_3_G_6_G_0_c_8_g_8_E_3_F_6_g_4_n_2_A_8_D_7_b_0_D_0_-_6_A_4_f_7_c_8_l_0_-_9_i_0_-_13_i_4_b_3_d	0.543
2qv0_A	_4_F_0_-_2_H_0_l_11_G_0_-_5_F_9_c_0_-_4_n	_0_D_3_k_3_E_2_i_4_C_8_g_7_E_5_e_4_C_4_m	0.381
4bm1_A	_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B_0_-_5_B_6_A_9_b_2_d_8_n_3_b_0_-_13_c_5_c	_3_k_10_A_0_-_20_j_3_k_1_A_4_b_2_A_10_d_16_A_8_A_0_g_4_h_1_l_6_b_1_A_1_b_18_b	0.404
1w0m_A	_4_F_2_H_0_-_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B_0_-_5_B_0_-_6_A_9_b_2_d_8_n_3_b_13_c_0_-_5_c_21_k	_0_D_0_-_4_b_2_m_0_-_2_D_2_g_0_-_6_B_16_f_3_C_8_k_3_E_2_h_4_C_2_b_6_c_1_k_4_D_5_h_4_C_1_c_4_k	0.362
3lgh_C	_0_G_0_-_4_F_2_H_0_l_11_G	_0_H_5_j_3_H_4_H_2_k_3_I	0.634
5d55_A	_0_G_4_F_2_H_0_l_11_G_0_-_5_F_9_c_4_n_12_A_5_b_0_B	_4_G_6_E_10_E_0_-_2_J_14_A_6_G_0_-_0_-_3_A_0_-_9_E	0.358
1epf_A	_0_G_4_F_0_-_2_H_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B_5_B_0_-_6_A_9_b_2_d_0_-_8_n_3_b_0_-_13_c	_6_F_2_E_4_b_1_H_0_-_3_J_3_C_0_-_0_-_4_A_0_-_6_B_2_B_5_E_2_A_0_-_0_c_4_B_5_B_4_b_1_H_0_b	0.388
2exh_A	_0_G_4_F_2_H_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B_0_-_5_B_6_A_9_b_2_d_8_n_3_b	_4_I_6_I_2_I_0_-_3_I_2_B_0_-_0_-_7_A_0_-_7_G_2_F_5_B_4_A_0_-_0_c_0_-_1_b	0.365
5v91_A	_4_F_0_-_2_H_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A_9_b	_0_D_2_e_8_E_0_-_2_E_2_F_8_b_0_-_5_C_2_k_4_B_7_D_5_D_3_i	0.418
3c24_B	_0_G_0_-_4_F_0_-_0_-_2_H_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B_0_-_5_B_6_A_9_b_0_-_2_d_8_n_3_b_13_c_5_c_21_k	_0_D_6_h_3_D_3_g_9_c_3_C_3_k_0_-_5_C_3_d_0_-_8_F_11_c_9_E_5_j_4_E_0_-_2_d_16_g_5_e_0_-_2_f_15_e_4_d_1_j	0.357
4yu3_A	_2_d_8_n_3_b_13_c_5_c_21_k	_1_e_10_n_0_-_4_c_1_c_11_m	0.675
4qni_A	_0_G_4_F_2_H_0_l_11_G_0_-_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A	_5_H_7_G_17_H_4_C_3_H_5_B_8_G_0_-_0_-_2_D_10_c_0_F_3_F_9_A	0.360
3mla_A	_0_G_0_-_4_F_0_-_2_H_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B_5_B	_0_G_6_k_4_E_14_j_5_B_12_j_3_G_0_-_0_h_0_-_0_-_3_d_3_E_12_C	0.358
3t1e_A	_0_G_4_F_2_H_0_l_11_G_0_-_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A_0_-_9_b_2_d_8_n_3_b	_18_H_3_H_9_J_0_-_5_J_9_D_2_G_4_c_0_-_8_E_0_-_5_E_8_E_5_B_2_I_0_-_4_c_19_i_4_b	0.374
1xy7_A	_2_H_0_l_0_-_11_G_5_F_9_c_0_-_4_n_12_A_5_b_0_B_5_B	_0_A_4_j_2_A_4_E_2_F_0_b_14_D_3_i_3_A_4_d_2_E_5_E	0.427
3hr4_G	_0_G_0_-_0_-_0_-_4_F_0_-_2_H_0_l_11_G_5_F_9_c_4_n	_2_G_4_k_3_A_10_b_5_F_12_f_9_G_8_k_2_I_0_-_0_-_0_o	0.393
4faz_A	_5_F_9_c_4_n_12_A_5_b_0_B_0_-_5_B_6_A_9_b_2_d	_0_F_0_-_4_n_0_-_3_b_1_F_1_b_1_A_2_A_0_-_0_e	0.563
1jeb_B	_8_n_3_b_13_c_5_c_21_k_4_b_6_g	_2_l_0_-_1_e_9_d_2_n_0_-_4_i	0.394
2ywy_A	_0_G_4_F_2_H_0_l_11_G_0_-_5_F_9_c_4_n_12_A_5_b_0_-_0_B_5_B	_0_D_2_D_4_G_0_-_4_J_6_A_6_E_0_-_0_-_4_E_4_b_1_I_11_B_3_E	0.422
3eyb_A	_9_b_2_d_8_n_3_b_13_c_5_c_21_k_0_-_4_b_0_-_6_g	_4_b_0_-_2_p_17_e_3_e_6_d_4_j_10_o_6_e_2_j_3_f	0.406
3zfv_D	_0_G_4_F_2_H_0_l_11_G_5_F_9_c_0_-_4_n_0_-_12_A_5_b_0_B_5_B_6_A_9_b_2_d_8_n_3_b	_5_G_6_D_2_K_0_i_0_-_3_E_7_c_2_b_16_l_6_k_1_E_0_-_3_B_5_B_2_D_0_-_0_-_3_m_5_b	0.413
1oms_C	_4_F_2_H_0_-_0_l_0_-_11_G_5_F	_0_D_4_G_1_m_13_m_2_h_4_H_8_H	0.499
1x6o_A	_0_G_4_F_0_-_2_H_0_-_0_-_0_l_11_G_5_F	_5_G_5_F_3_D_2_J_9_D_5_A_8_j_4_G_2_H	0.433
2og6_A	_0_G_0_-_4_F_2_H_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A_9_b_2_d_8_n	_1_D_3_b_3_B_17_C_0_-_11_G_8_D_0_f_2_g_3_A_4_b_12_B_4_B_7_A_0_-_0_-_2_m	0.410
6gq9_A	_0_G_4_F_2_H_0_l_11_G_5_F_0_-_9_c_4_n	_6_E_7_D_10_G_0_-_4_G_7_J_6_J_0_-_7_p	0.394
1vqo_B	_0_G_4_F_2_H_0_-_0_l_11_G_0_-_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A_9_b_2_d	_11_I_3_J_2_H_7_b_9_k_2_H_2_b_10_F_0_-_3_k_2_A_1_b_6_F_0_-_5_A_1_d_6_c	0.555
1oj7_A	_0_G_0_-_0_-_4_F_2_H_0_l_11_G_5_F_0_-_9_c_4_n_12_A_5_b_0_B_5_B_6_A_9_b_0_-_2_d_8_n_0_-_3_b_13_c_5_c_21_k_0_-_4_b_6_g	_5_E_3_d_1_g_4_D_0_-_8_k_0_-_3_E_1_k_10_c_0_-_11_D_6_b_2_E_4_E_0_-_1_b_3_C_1_c_4_n_7_p_4_k_13_k_3_l_5_j_6_n_5_c_6_i	0.366
3hmb_A	_4_F_2_H_0_l_11_G_5_F_9_c_0_-_4_n_12_A_5_b_0_B_5_B_6_A_9_b_2_d_8_n_3_b_13_c_5_c	_0_B_18_E_9_g_10_B_4_B_16_c_1_E_7_m_0_-_4_b_0_B_0_-_0_-_0_-_1_c_0_-_0_-_5_c_2_e	0.368
1rgy_A	_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A_0_-_9_b_2_d_0_-_0_-_8_n_3_b_0_-_13_c_0_-_0_-_5_c_0_-_21_k_4_b_6_g	_0_n_3_G_2_J_0_-_0_-_4_A_0_-_5_B_0_-_1_m_9_c_6_b_4_d_17_i_9_A_3_j_7_d_12_A_4_e_3_B_2_B_7_c_3_A_1_j_1_b_3_i	0.366
1opb_A	_0_G_4_F_0_-_0_-_2_H_0_l_11_G_5_F	_4_F_2_F_5_E_4_C_7_H_0_-_2_F_6_F	0.485
2y4y_A	_0_G_4_F_0_-_2_H_0_l_11_G_5_F	_2_G_2_D_4_A_4_E_0_-_2_F_2_F	0.541
4xcp_A	_9_b_2_d_0_-_8_n_3_b_13_c_5_c_0_-_21_k_4_b_6_g	_0_b_2_c_3_h_2_j_6_j_1_j_2_d_3_o_6_l_2_i_1_g	0.353
1xwn_A	_0_G_0_-_4_F_0_-_2_H_0_l_11_G_5_F_9_c	_3_E_5_k_7_D_3_C_32_G_0_-_2_H_11_D_4_h	0.420
2fg5_A	_2_H_0_l_11_G_5_F_0_-_9_c_0_-_4_n_12_A_5_b_0_-_0_B	_0_H_5_i_12_H_4_H_3_e_1_c_4_F_4_l_5_F_1_e_4_h_4_C	0.407
5xbf_B	_4_F_2_H_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B	_4_F_0_-_0_-_6_E_6_F_2_d_7_D_2_A_5_k_4_F	0.350
3wrd_A	_0_G_0_-_4_F_2_H_0_-_0_-_0_l_11_G_5_F_9_c_4_n_0_-_12_A_5_b_0_B_5_B_6_A_9_b_2_d_0_-_0_-_8_n_3_b_13_c_5_c_0_-_21_k	_1_E_4_d_6_C_3_C_4_B_2_B_5_l_0_-_5_E_6_d_11_k_6_J_4_A_0_-_9_C_5_C_4_B_2_l_6_c_3_J_6_I_7_k_6_b_1_d_1_d_3_G_3_n	0.372
2o2a_A	_0_G_0_-_4_F_2_H_0_l_11_G_5_F_9_c_4_n	_4_H_2_f_5_J_4_K_0_-_3_G_2_B_6_b_2_q	0.422
3iq2_A	_2_H_0_l_11_G_5_F_0_-_9_c_4_n_12_A_5_b	_0_J_0_-_4_I_9_F_0_k_15_b_1_n_0_-_3_b	0.586
3cps_A	_4_F_2_H_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A_9_b_2_d_8_n_3_b_13_c_0_-_5_c_0_-_21_k_0_-_4_b_0_-_6_g	_0_D_0_-_3_j_0_-_5_E_5_h_0_-_11_B_0_-_3_B_2_E_0_-_4_b_2_c_3_C_0_-_7_g_5_C_16_b_7_B_3_l_2_J_16_b_7_C_2_g	0.357
1n7o_A	_0_l_11_G_5_F_0_-_0_-_9_c_4_n_12_A_5_b_0_B_5_B_6_A_9_b_2_d_8_n_3_b_13_c_5_c_21_k_0_-_4_b	_3_l_7_A_5_B_3_A_4_l_8_c_1_c_0_-_6_b_0_A_0_-_2_A_1_b_1_d_5_m_2_m_5_c_0_-_3_j_11_D_0_b	0.471
3mxn_A	_0_G_0_-_4_F_2_H_0_-_0_-_0_l_11_G_5_F_9_c	_6_J_6_b_4_D_4_E_1_g_3_f_3_n_1_H_4_G_3_i	0.364
2kcd_A	_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A_9_b_2_d	_0_k_8_G_0_-_0_c_0_-_14_G_1_d_3_E_4_F_5_E_0_-_10_d	0.433
4eag_A	_0_G_4_F_2_H_0_l_11_G_5_F_9_c_4_n	_3_E_2_F_6_I_0_-_0_-_5_F_0_-_8_m	0.446
3lhn_B	_0_G_4_F_2_H_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A_9_b_2_d	_4_F_7_F_4_G_0_-_5_G_0_-_0_-_0_-_1_A_0_-_5_B_5_D_2_A_0_-_13_c	0.407
7scy_C	_2_d_0_-_8_n_3_b_13_c_5_c_21_k_4_b	_0_d_5_i_9_r_0_-_7_h_2_e_0_-_16_b	0.367
5ztp_A	_9_c_4_n_12_A_5_b_0_B_0_-_5_B_6_A_9_b_2_d_8_n_0_-_3_b_13_c_5_c_21_k	_0_c_1_i_0_-_2_d_8_E_8_b_6_E_0_-_0_b_0_-_1_k_4_F_3_b_3_h_4_f_10_k	0.396
2id3_A	_8_n_3_b_13_c_5_c_21_k	_0_o_1_b_2_g_3_g_2_i	0.393
4hbs_A	_0_G_4_F_2_H_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A_0_-_0_-_9_b_0_-_2_d_8_n_3_b_0_-_13_c	_12_H_16_F_2_F_0_-_8_E_5_C_5_e_0_-_15_A_0_-_2_A_9_A_2_A_13_A_18_A_1_b_5_C_7_c_0_-_5_b_5_D_1_d	0.483
3elx_A	_0_G_0_-_0_-_4_F_2_H_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A	_0_H_1_f_4_e_6_F_2_G_0_b_0_G_4_C_0_-_0_-_5_C_0_-_2_B_2_D_4_F	0.404
1so0_A	_0_G_4_F_2_H_0_l_11_G_5_F_9_c_4_n_12_A_0_-_5_b_0_B_5_B_6_A_9_b_2_d_8_n_0_-_3_b	_0_I_4_H_4_D_0_-_4_G_5_B_7_d_0_-_8_A_5_A_0_b_0_C_2_C_7_B_6_b_0_-_3_D_2_G_3_b	0.441
1pno_A	_4_F_2_H_0_l_11_G_5_F_9_c_4_n_12_A_0_-_5_b_0_B_0_-_5_B_6_A_9_b_2_d_8_n_3_b_0_-_13_c_5_c_0_-_21_k	_0_B_2_B_2_h_0_-_3_E_1_e_2_k_3_E_9_g_4_b_0_B_0_i_2_D_0_-_3_b_1_b_0_-_15_b_2_E_12_b_0_-_4_D_2_k	0.407
2dbf_A	_8_n_3_b_13_c_5_c_21_k_4_b_6_g	_0_j_0_-_8_g_2_h_3_j_4_j_3_i	0.362
4aro_A	_11_G_5_F_9_c_4_n_12_A_5_b_0_B_5_B_0_-_6_A_9_b_2_d_8_n_3_b_13_c_5_c_0_-_0_-_21_k_4_b_6_g	_0_I_0_-_10_d_17_n_0_-_9_b_0_D_0_-_3_k_8_A_22_j_3_f_1_j_1_b_1_d_4_c_3_B_5_B_1_m_6_b_4_l	0.453
3oms_A	_4_F_2_H_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B_0_-_5_B	_6_E_11_G_0_-_2_A_17_D_0_-_2_j_3_A_0_-_3_B_2_G_5_F	0.372
1onh_A	_0_l_11_G_0_-_0_-_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A_9_b_2_d_0_-_0_-_8_n_3_b_13_c_0_-_0_-_0_-_0_-_5_c_0_-_21_k_4_b_6_g	_0_m_4_G_2_J_4_A_5_B_0_-_1_m_0_-_8_b_0_-_0_-_0_-_7_b_4_e_16_i_9_A_3_j_1_b_3_d_12_A_4_e_3_B_2_B_10_d_2_A_1_j_1_b_3_i	0.363
3l77_A	_4_F_0_-_2_H_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_-_0_B_5_B_6_A_9_b_2_d_8_n_0_-_3_b_13_c_5_c_21_k	_0_D_4_j_3_E_2_l_0_-_3_D_0_-_5_l_4_C_14_f_6_l_2_D_0_-_0_-_2_b_0_-_7_n_4_F_15_b_0_-_0_-_4_j	0.388
5k52_A	_8_n_3_b_13_c_5_c_21_k_4_b_6_g	_6_n_0_-_3_d_6_l_2_k_0_-_5_g	0.424
3is6_A	_0_G_4_F_2_H_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B_0_-_5_B_0_-_6_A_9_b_2_d_0_-_8_n_3_b_13_c	_0_I_6_D_0_-_6_g_3_K_10_E_1_b_0_-_6_C_1_b_6_C_0_d_8_A_10_F_13_A_0_-_4_c_8_F_5_h_0_-_8_c	0.377
4g10_A	_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A_9_b_2_d_8_n_3_b_0_-_13_c_5_c_21_k_4_b_6_g	_0_C_4_f_0_-_9_B_8_f_7_B_5_B_0_-_3_g_10_f_2_j_6_b_4_m_13_e_6_e_9_j_1_b_4_f	0.509
3ot1_B	_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A_9_b_2_d_0_-_8_n_3_b_0_-_13_c_0_-_5_c_0_-_21_k_4_b_6_g	_0_B_10_i_0_-_3_A_0_-_8_B_5_B_0_-_4_b_2_b_2_C_3_g_2_j_3_C_21_e_10_C_0_b_1_C_2_h_2_c_1_g	0.359
1eco_A	_8_n_3_b_13_c_5_c_0_-_21_k	_0_j_5_j_1_c_10_c_3_n_5_k	0.426
2om3_A	_5_b_0_B_5_B_6_A_9_b_2_d_8_n_0_-_3_b_13_c_5_c_21_k_0_-_4_b	_0_b_5_A_0_-_0_-_0_-_1_h_9_k_16_C_6_d_1_d_5_c_7_q_8_B_0_c	0.366
3f0a_A	_4_F_2_H_0_l_0_-_0_-_11_G_0_-_5_F_9_c_4_n_0_-_12_A_5_b_0_B_5_B_6_A	_0_D_0_-_2_m_6_j_2_j_4_G_2_J_2_H_1_b_4_j_7_B_2_A_3_h_7_A_2_A_2_B	0.359
3kk7_A	_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A_9_b_2_d_8_n_3_b_0_-_0_-_13_c_5_c_21_k_4_b_0_-_0_-_6_g	_0_C_17_c_0_-_2_B_11_b_0_C_0_-_0_-_0_-_4_d_0_-_1_b_0_A_5_H_4_b_5_b_9_k_7_b_0_J_3_A_3_i	0.416
2p2e_A	_4_F_2_H_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A	_4_F_0_-_5_c_9_F_9_D_0_-_0_-_4_B_1_b_6_B_6_D_3_A	0.399
3osx_A	_0_G_0_-_4_F_2_H_0_l_11_G_0_-_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A_9_b_2_d_0_-_0_-_8_n	_0_B_6_b_7_D_2_H_2_j_5_G_1_k_4_D_0_-_4_l_0_-_6_b_0_-_0_-_0_-_3_b_2_b_1_G_4_E_3_l	0.397
5tou_A	_2_d_8_n_3_b_13_c_5_c_21_k	_1_c_10_p_3_b_0_-_7_g_3_k	0.516
5gy6_A	_0_G_4_F_2_H_0_l_11_G_5_F	_8_A_9_D_14_E_0_-_4_G_2_C	0.357
1tqx_A	_4_F_0_-_0_-_2_H_0_l_11_G_0_-_5_F_9_c_4_n_12_A_5_b_0_B_0_-_5_B_0_-_6_A_9_b_2_d_8_n	_0_D_0_b_2_k_4_G_10_i_4_F_3_f_5_D_0_c_3_j_4_E_5_g_6_D_12_k_4_D_4_i_3_C_0_-_1_c_4_l	0.356
1f7l_A	_2_H_0_l_11_G_5_F_9_c_0_-_4_n_12_A_5_b_0_B_5_B	_0_I_0_i_0_-_0_-_3_d_2_f_4_o_0_-_9_b_1_C_5_D	0.384
2nvm_A	_4_F_2_H_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A_9_b	_6_F_4_I_0_-_2_K_2_E_5_c_0_-_0_-_7_b_0_B_0_-_0_-_4_b	0.434
1c44_A	_4_n_12_A_5_b_0_B_5_B_6_A_9_b_2_d	_0_p_2_G_2_b_2_F_5_C_7_E_0_g_5_e	0.382
5h1s_F	_0_G_4_F_2_H_0_l_11_G_5_F_0_-_9_c_4_n_12_A_5_b_0_B_5_B_6_A	_5_G_5_E_8_E_9_h_7_F_23_E_5_A_1_c_0_-_37_A_0_-_4_F_10_D_9_E	0.508
1agi_A	_0_G_4_F_2_H_0_l_11_G_5_F	_4_C_3_C_3_G_0_-_10_G_2_D	0.398
2vou_A	_0_G_0_-_4_F_2_H_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_-_0_-_0_B_5_B_6_A_9_b_2_d_8_n_0_-_3_b	_4_J_6_f_2_F_2_G_0_-_9_H_0_-_4_e_0_-_11_A_1_b_2_j_4_h_4_G_5_A_2_B_1_b_5_b_2_m_3_s_10_b	0.437
4y4n_A	_0_G_0_-_4_F_2_H_0_l_11_G_0_-_5_F_9_c_4_n_12_A_5_b_0_B_0_-_5_B_6_A_9_b_2_d_0_-_8_n	_6_D_2_j_3_C_1_H_0_-_2_H_0_e_6_I_2_b_1_h_0_-_1_b_7_B_1_j_1_C_2_B_0_-_2_e_3_A_5_n	0.407
2vik_A	_0_G_0_-_0_-_4_F_2_H_0_l_11_G_5_F_9_c	_0_E_1_b_3_A_13_G_4_H_5_m_0_-_6_D_4_f	0.511
1zc6_A	_0_G_4_F_2_H_0_-_0_l_0_-_11_G_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A_0_-_9_b_2_d_0_-_8_n_3_b_13_c_5_c_21_k_4_b_6_g	_0_F_4_F_8_A_4_b_1_m_7_b_0_F_0_-_7_f_0_-_6_D_1_h_5_E_3_E_5_C_12_j_10_i_13_d_2_f_4_o_7_C_1_d_1_b_0_-_2_e_7_g	0.366
3wzt_D	_0_G_4_F_2_H_0_l_11_G_5_F_0_-_9_c_0_-_4_n_12_A_5_b_0_B	_0_A_11_F_0_-_4_l_0_-_3_F_8_i_2_c_4_h_7_k_7_C_0_-_2_B	0.437
5t91_A	_12_A_5_b_0_B_5_B_6_A_9_b_2_d_8_n_3_b_13_c_5_c_21_k_0_-_4_b_0_-_6_g	_0_C_12_h_4_C_1_B_5_B_15_b_2_c_6_e_1_b_0_-_2_b_7_j_1_D_9_j_7_D_2_i	0.385
2a1l_A	_0_G_0_-_4_F_2_H_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A_9_b_2_d_8_n_3_b_13_c_0_-_0_-_5_c_21_k	_0_H_3_m_6_J_6_H_6_e_6_H_2_F_4_b_0_-_0_I_13_c_3_D_0_-_0_-_4_b_7_b_0_-_1_b_14_e_6_J_5_q_1_c_4_m	0.457
2v76_B	_0_G_4_F_2_H_0_l_11_G_5_F_0_-_9_c_4_n	_5_E_3_F_6_G_0_b_0_E_3_E_8_E_0_-_3_m	0.520
1o59_A	_0_G_4_F_2_H_0_l_11_G_5_F_9_c_4_n_0_-_12_A_5_b_0_B_5_B_6_A_9_b_2_d	_5_H_10_F_16_G_0_-_5_D_11_C_0_-_5_A_1_G_5_A_3_b_2_D_0_-_4_A_0_-_1_d	0.387
2kr4_A	_0_B_5_B_6_A_9_b_2_d_0_-_8_n	_0_B_5_B_0_-_0_i_12_b_1_A_1_l	0.488
2gao_B	_2_H_0_l_11_G_5_F_9_c_0_-_4_n_12_A_5_b_0_B_0_-_5_B	_7_E_6_g_10_C_2_D_4_d_5_F_3_l_0_-_1_b_4_E_9_g_21_D	0.405
4axj_B	_0_G_0_-_4_F_2_H_0_l_11_G_5_F_9_c	_0_G_1_k_3_F_4_G_1_m_0_-_2_F_4_c	0.758
2xbd_A	_11_G_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A	_0_F_3_F_0_-_0_-_8_B_0_-_7_D_2_B_5_C	0.402
2k23_A	_0_G_0_-_4_F_2_H_0_-_0_l_11_G_5_F_0_-_9_c_4_n_12_A_5_b_0_B	_1_I_14_E_5_F_6_H_5_C_2_b_3_I_6_H_2_I_0_-_6_k_0_-_4_b_0_A	0.408
2xkl_A	_0_G_4_F_2_H_0_l_11_G_5_F_9_c_4_n_12_A	_2_I_5_I_4_I_0_-_11_G_2_G_0_-_6_k_4_C	0.435
3j0d_I	_9_c_4_n_12_A_5_b_0_B_5_B_6_A	_0_e_0_-_20_A_0_-_20_D_5_D_14_A	0.437
2jwn_A	_4_F_0_-_2_H_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B_5_B	_1_F_5_h_4_H_0_-_6_G_0_-_2_g_0_-_5_A_0_-_2_A_1_C	0.397
4q56_A	_0_G_0_-_4_F_2_H_0_l_11_G	_11_G_9_J_8_F_3_G_0_-_5_J	0.540
1iue_A	_0_G_4_F_2_H_0_l_11_G_5_F_9_c_4_n_12_A_5_b_0_B_5_B_6_A_9_b_2_d	_0_G_0_-_2_G_4_f_17_E_2_A_8_d_0_-_2_B_0_b_1_A_3_C_0_-_0_-_3_d	0.442
